Datetime,Close,High,Low,Open,Volume,EMA,BB_Low,BB_High,MACD,ATR
2024-12-31 14:30:00+00:00,453.39990234375,453.54998779296875,452.2049865722656,452.2049865722656,28196.0,453.39990234375,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:32:00+00:00,453.17999267578125,453.82000732421875,452.6300964355469,453.3999938964844,16947.0,453.28444976806645,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:34:00+00:00,453.739990234375,453.739990234375,452.8700866699219,453.20001220703125,14706.0,453.451721496328,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:36:00+00:00,454.3078918457031,454.3299865722656,453.4100036621094,453.4100036621094,11830.0,453.698884638646,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:38:00+00:00,453.70001220703125,453.9599914550781,453.489990234375,453.9599914550781,9054.0,453.699157387843,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:40:00+00:00,452.94000244140625,453.5899963378906,452.7699890136719,453.5899963378906,9270.0,453.5390103703712,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:42:00+00:00,453.1650085449219,453.1650085449219,452.92498779296875,452.92498779296875,3486.0,453.46829588240104,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:44:00+00:00,452.7200012207031,453.20001220703125,452.7200012207031,453.1199951171875,5444.0,453.338949390103,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:46:00+00:00,453.1099853515625,453.3399963378906,452.885009765625,452.885009765625,5279.0,453.3022224387415,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:48:00+00:00,453.17120361328125,453.2900085449219,452.9700012207031,453.1000061035156,7296.0,453.2824921388836,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:50:00+00:00,452.6499938964844,452.9646911621094,452.4801025390625,452.9646911621094,12642.0,453.19223917787554,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:52:00+00:00,452.70001220703125,452.8699035644531,452.54998779296875,452.7049865722656,6099.0,453.12518400593325,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:54:00+00:00,453.0,453.1199951171875,452.5,452.6600036621094,11939.0,453.10880192238346,457.70078348770966,459.50702069703686,0.02637452269567575,0.0
2024-12-31 14:56:00+00:00,453.30999755859375,453.4198913574219,453.0400085449219,453.0400085449219,8851.0,453.1342254570284,457.70078348770966,459.50702069703686,0.02637452269567575,0.6988329206194196
2024-12-31 14:58:00+00:00,453.6499938964844,453.6499938964844,453.1499938964844,453.2550048828125,7228.0,453.1974318742711,457.70078348770966,459.50702069703686,0.02637452269567575,0.6846305691466039
2024-12-31 15:00:00+00:00,453.9849853515625,454.1000061035156,453.510009765625,453.5950012207031,13606.0,453.29137931774227,457.70078348770966,459.50702069703686,0.02637452269567575,0.6778709811997483
2024-12-31 15:02:00+00:00,454.04620361328125,454.19000244140625,453.8299865722656,454.1199951171875,8072.0,453.3793076248721,457.70078348770966,459.50702069703686,0.02637452269567575,0.6551670446240967
2024-12-31 15:04:00+00:00,454.2047119140625,454.3299865722656,453.8900146484375,453.9200134277344,10647.0,453.4734569790453,457.70078348770966,459.50702069703686,0.02637452269567575,0.6397959645672415
2024-12-31 15:06:00+00:00,453.4200134277344,454.1600036621094,453.4200134277344,454.1199951171875,14642.0,453.46747361086676,457.70078348770966,459.50702069703686,0.02637452269567575,0.6501461446930189
2024-12-31 15:08:00+00:00,453.4100036621094,453.72698974609375,453.29998779296875,453.5199890136719,6238.0,453.46114526187824,452.42788672005446,454.3531038805315,0.02637452269567575,0.6342072738667318
2024-12-31 15:10:00+00:00,453.30999755859375,453.5505065917969,453.2099914550781,453.4100036621094,10472.0,453.44474550330506,452.4227696997844,454.34923042228587,0.02637452269567575,0.6132292640704474
2024-12-31 15:12:00+00:00,453.57000732421875,453.6099853515625,453.05999755859375,453.2200012207031,10806.0,453.45815869860206,452.4439522816281,454.3670493052859,0.02637452269567575,0.6087120161346119
2024-12-31 15:14:00+00:00,453.3999938964844,453.5350036621094,453.2799987792969,453.5350036621094,4973.0,453.4520032377418,452.43926497141507,454.33773698170995,0.02637452269567575,0.5859474824765593
2024-12-31 15:16:00+00:00,453.7349853515625,453.8299865722656,453.4100036621094,453.4100036621094,12336.0,453.4816368352767,452.4922606165251,454.22745068718586,0.02637452269567575,0.5748078534268943
