Datetime,Close,High,Low,Open,Volume,EMA,BB_Low,BB_High,MACD,ATR
2023-01-30 19:30:00+00:00,168.10000610351562,170.2100067138672,167.57000732421875,169.49000549316406,0.0,168.10000610351562,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-01-30 20:30:00+00:00,166.77999877929688,168.72999572753906,166.5,168.08999633789062,16941722.0,167.4070022583008,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-01-31 14:30:00+00:00,169.14999389648438,171.0,162.77999877929688,164.57000732421875,34238100.75,168.04701833859968,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-01-31 15:30:00+00:00,172.9385986328125,173.75,168.63009643554688,169.1699981689453,34238100.75,169.45914193912043,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-01-31 16:30:00+00:00,172.1804962158203,173.32000732421875,169.91000366210938,172.94000244140625,24813067.0,170.1174143804319,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-01-31 17:30:00+00:00,171.97999572753906,173.02999877929688,171.6300048828125,172.17999267578125,17644010.0,170.51033396679304,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-01-31 18:30:00+00:00,172.54739379882812,172.72999572753906,170.7100067138672,171.97500610351562,16821995.0,170.8954915601123,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-01-31 19:30:00+00:00,172.43670654296875,174.3000030517578,171.9499969482422,172.52999877929688,21877029.0,171.1618983141807,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-01-31 20:30:00+00:00,173.2899932861328,173.60000610351562,171.5,172.44000244140625,14465846.0,171.50325515355888,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-02-01 14:30:00+00:00,172.4550018310547,175.84280395507812,171.2100067138672,173.125,34238100.75,171.64657995646263,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-02-01 15:30:00+00:00,171.84039306640625,173.78990173339844,169.92999267578125,172.45350646972656,25781801.0,171.67423569664024,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-02-01 16:30:00+00:00,172.86500549316406,173.3000030517578,171.35009765625,171.86000061035156,17089229.0,171.8364520687189,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-02-01 17:30:00+00:00,174.3350067138672,174.7100067138672,172.6999969482422,172.8883056640625,16063542.0,172.16342299959265,211.0863574309834,237.95048306101364,0.06235975108523917,0.0
2023-02-01 18:30:00+00:00,174.47999572753906,176.60000610351562,172.4600067138672,174.3498992919922,25854300.0,172.45615035748057,211.0863574309834,237.95048306101364,0.06235975108523917,3.2916085379464284
2023-02-01 19:30:00+00:00,182.22999572753906,182.8000030517578,172.02000427246094,174.49000549316406,34238100.75,173.65391606252814,211.0863574309834,237.95048306101364,0.06235975108523917,3.826493555185746
2023-02-01 20:30:00+00:00,181.4199981689453,183.80499267578125,180.89999389648438,182.22030639648438,21316440.0,174.58033386236417,211.0863574309834,237.95048306101364,0.06235975108523917,3.760672499765112
2023-02-02 14:30:00+00:00,189.4199981689453,191.3000030517578,185.0955047607422,187.5,34238100.75,176.30898325609064,211.0863574309834,237.95048306101364,0.06235975108523917,4.197767669982783
2023-02-02 15:30:00+00:00,193.55999755859375,196.75010681152344,189.3800048828125,189.44500732421875,34238100.75,178.27671213354301,211.0863574309834,237.95048306101364,0.06235975108523917,4.424362974177651
2023-02-02 16:30:00+00:00,193.86289978027344,195.25999450683594,191.3000030517578,193.55999755859375,24338234.0,180.02169159133868,211.0863574309834,237.95048306101364,0.06235975108523917,4.391193579956257
2023-02-02 17:30:00+00:00,193.4199981689453,194.75999450683594,192.63999938964844,193.89999389648438,16775569.0,181.4970567467163,159.80779929118563,194.12134804768158,0.06235975108523917,4.228965118329917
2023-02-02 18:30:00+00:00,190.4001007080078,195.5500030517578,190.3000030517578,193.42739868164062,21271779.0,182.46305072717007,160.47933605453352,195.6798207447829,0.06235975108523917,4.301896181306351
2023-02-02 19:30:00+00:00,186.75079345703125,190.889892578125,182.61000061035156,190.4149932861328,34238100.75,182.92218767887212,161.89434385658865,196.26189241050122,0.06235975108523917,4.586038737482572
2023-02-02 20:30:00+00:00,188.2949981689453,188.50999450683594,186.72999572753906,186.72999572753906,13329786.0,183.49078111472178,163.03850299324023,197.03223370109572,0.06235975108523917,4.385607311897879
2023-02-03 14:30:00+00:00,195.75999450683594,199.0,185.0500946044922,185.33999633789062,34238100.75,184.7756005926137,163.20242311195295,199.15045316978535,0.06235975108523917,5.068771460727161
2023-02-03 15:30:00+00:00,197.5399932861328,198.5800018310547,195.17999267578125,195.8300018310547,30774536.0,186.09972091199944,163.62947295946145,201.2593530293081,0.06235975108523917,4.949574153194752
2023-02-03 16:30:00+00:00,196.45989990234375,198.5,195.00999450683594,197.55999755859375,24284102.0,187.16538364531414,164.55309286855135,202.78372353769868,6.487429897536714,4.845319248906846
2023-02-03 17:30:00+00:00,192.02999877929688,198.0,190.82000732421875,196.47000122070312,29034783.0,187.66197916145563,165.91161726581788,203.373459638479,6.17625884886337,5.012081636540732
2023-02-03 18:30:00+00:00,191.27499389648438,193.10000610351562,188.85000610351562,192.00999450683594,29083663.0,188.02829978854353,167.52067624044906,203.64822939919935,5.801850841742635,4.95764723393068
2023-02-03 19:30:00+00:00,189.97000122070312,191.94720458984375,188.17999267578125,191.2528076171875,23551648.0,188.22396377126876,169.18088791362248,203.65601851948298,5.338291296879305,4.872616139654381
2023-02-03 20:30:00+00:00,190.00999450683594,190.82040405273438,189.5,189.95010375976562,13260103.0,188.40295089715477,171.24515557163608,203.3472501290475,4.9174587384370625,4.61888670487438
2023-02-06 14:30:00+00:00,192.5850067138672,198.1699981689453,191.52000427246094,195.0,34238100.75,188.8199802230512,173.80241131005786,202.86445575537184,4.737121283370129,4.871823630391165
2023-02-06 15:30:00+00:00,195.83709716796875,196.58999633789062,189.9199981689453,192.59500122070312,34238100.75,189.51659697477572,176.47127421638183,202.49280201652832,4.801272985472565,5.000264668859318
2023-02-06 16:30:00+00:00,194.14959716796875,196.91000366210938,193.5800018310547,195.8699951171875,21712648.0,189.97468433208817,179.34512158294106,201.60041369537927,4.662203544265395,4.880960180444702
2023-02-06 17:30:00+00:00,194.0800018310547,195.22999572753906,193.47000122070312,194.10000610351562,15858831.0,190.37912625425434,183.00104732782725,199.9044885608446,4.494563715368997,4.658034060901218
2023-02-06 18:30:00+00:00,195.8101043701172,196.63999938964844,193.3699951171875,194.07000732421875,19172603.0,190.91241934924736,184.62359393368513,199.63995281924457,4.450015747522173,4.558889076012627
2023-02-06 19:30:00+00:00,194.19000244140625,195.97999572753906,193.14999389648438,195.80999755859375,17653415.0,191.23331179205215,187.05705521414063,198.48349196603516,4.235162163043924,4.435397129944203
2023-02-06 20:30:00+00:00,194.80999755859375,195.0399932861328,193.9199981689453,194.19000244140625,10022884.0,191.58255646964608,187.4776184942117,198.60192862492892,4.068023926284809,4.198582700461581
2023-02-07 14:30:00+00:00,192.37989807128906,197.1999969482422,191.10000610351562,196.42999267578125,34238100.75,191.66022578590076,187.4169027391166,198.54463443129356,3.6968618281126737,4.33439756790908
2023-02-07 15:30:00+00:00,194.76319885253906,195.02000427246094,191.4499969482422,192.35000610351562,23019492.0,191.96183228329403,187.41969058457707,198.63187649305965,3.5540566929708177,4.279798264788342
2023-02-07 16:30:00+00:00,192.67999267578125,195.57000732421875,192.4499969482422,194.76319885253906,17207447.0,192.03150027220883,187.38381802255827,198.59374850576205,3.2354885679420136,4.1969562727303575
2023-02-07 17:30:00+00:00,191.7100067138672,197.1999969482422,191.6864013671875,192.6757049560547,31922930.0,192.0003676496977,187.54199453331557,198.56656259559065,2.8716486944711335,4.291001937610667
2023-02-07 18:30:00+00:00,192.98350524902344,193.9499969482422,189.5500030517578,191.69000244140625,28214806.0,192.0954201820284,188.67006224522393,198.06176606288156,2.655453250032366,4.298787077530218
2023-02-07 19:30:00+00:00,195.33999633789062,195.52999877929688,192.8000030517578,193.02000427246094,20987830.0,192.40866245564376,189.57192872598657,197.86439939901342,2.6437899744411766,4.186730552530849
2023-02-07 20:30:00+00:00,196.75999450683594,197.5,194.91000366210938,195.3300018310547,13892312.0,192.8282070431575,189.50225271280146,198.03407541219855,2.7177996269913933,4.072678108627977
2023-02-08 14:30:00+00:00,202.11000061035156,202.85000610351562,194.30999755859375,196.10000610351562,34238100.75,193.72208019297736,188.605833487769,199.3874953696529,3.171593435657428,4.391773139791827
2023-02-08 15:30:00+00:00,198.97000122070312,202.11000061035156,198.05999755859375,202.11000061035156,30565151.0,194.22693749321178,188.4010365546303,199.8433024346275,3.240502098706912,4.36736099064654
2023-02-08 16:30:00+00:00,199.36990356445312,200.85000610351562,197.6999969482422,198.98410034179688,18492970.0,194.7212218389091,188.42081017868102,200.55751928909243,3.289462610298898,4.28040728811989
