Date,Close,High,Low,Open,Volume,EMA,BB_Low,BB_High,MACD,ATR
1980-03-17,290.0,310.0,290.0,290.0,10000.0,290.0,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-03-18,290.0,290.0,290.0,290.0,0.0,290.0,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-03-19,290.0,310.0,290.0,290.0,20000.0,290.0,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-03-24,270.0,290.0,270.0,290.0,10000.0,284.2263092269327,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-03-25,270.0,270.0,270.0,270.0,0.0,280.7850860882014,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-03-31,260.0,280.0,260.0,270.0,10000.0,276.400382332341,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-04-01,260.0,280.0,260.0,260.0,30000.0,273.29947597244796,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-04-02,260.0,260.0,260.0,260.0,0.0,271.0005947235363,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-04-03,260.0,280.0,260.0,260.0,10000.0,269.2360455395954,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-04-07,265.0,285.0,265.0,265.0,10000.0,268.5981337859645,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-04-10,260.0,280.0,260.0,265.0,89500.0,267.371241786418,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-04-14,255.0,275.0,255.0,260.0,20000.0,265.68593034623945,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-04-15,245.0,265.0,245.0,255.0,20000.0,262.9788861299229,118885.50489104382,125571.08910147606,44.15036712841629,0.0
1980-04-16,245.0,245.0,245.0,245.0,0.0,260.7070335042359,118885.50489104382,125571.08910147606,44.15036712841629,14.642857142857142
1980-04-17,255.0,275.0,255.0,255.0,10000.0,260.0076476688642,118885.50489104382,125571.08910147606,44.15036712841629,15.739795918367347
1980-04-18,255.0,275.0,255.0,255.0,20000.0,259.4102841756415,118885.50489104382,125571.08910147606,44.15036712841629,16.044096209912535
1980-04-21,260.0,280.0,260.0,260.0,20000.0,259.4789792539928,118885.50489104382,125571.08910147606,44.15036712841629,16.68380362349021
1980-04-23,275.0,295.0,275.0,275.0,20000.0,261.249377225608,118885.50489104382,125571.08910147606,44.15036712841629,17.992103364669482
1980-04-24,275.0,295.0,275.0,275.0,10000.0,262.78885274181897,118885.50489104382,125571.08910147606,44.15036712841629,18.135524552907377
1980-04-25,275.0,275.0,275.0,275.0,0.0,264.1334929071677,239.4298556234963,292.07014437650366,44.15036712841629,16.84012994198542
1980-05-05,285.0,305.0,285.0,285.0,20000.0,266.3975410610811,240.02452159428603,290.97547840571394,44.15036712841629,17.780120660415033
1980-05-06,285.0,285.0,285.0,285.0,0.0,268.3895160533993,240.65833474528415,289.84166525471585,44.15036712841629,16.510112041813958
1980-05-13,305.0,325.0,305.0,305.0,10000.0,272.2639279452346,237.78652804066826,294.21347195933174,44.15036712841629,18.18796118168439
1980-05-14,305.0,305.0,305.0,305.0,0.0,275.6920159294789,234.81445688925112,300.6855431107489,44.15036712841629,16.888821097278363
1980-05-15,310.0,330.0,310.0,310.0,20000.0,279.2509709002081,232.0041392997855,307.4958607002145,44.15036712841629,17.468191018901337
1980-05-16,310.0,330.0,310.0,310.0,10000.0,282.4138597294259,230.96138171360053,313.53861828639947,7.626430897961541,17.64903451755124
1980-05-19,310.0,310.0,310.0,310.0,0.0,285.2299414108562,230.76420683902586,318.73579316097414,8.734458747907013,16.38838919486901
1980-05-21,315.0,335.0,315.0,315.0,20000.0,288.24830345214247,230.75601642991904,324.24398357008096,9.901894143187292,17.003504252378367
1980-05-22,315.0,335.0,315.0,315.0,10000.0,290.94405440773005,231.51859328933753,328.98140671066244,10.703709405664029,17.217539662922768
1980-05-23,315.0,315.0,315.0,315.0,0.0,293.3548217457645,232.3044848375993,333.1955151624007,11.209932652269288,15.987715401285428
1980-05-28,320.0,340.0,320.0,320.0,10000.0,296.0118452798237,233.95472994567942,337.5452700543206,11.877658185623602,16.631450015479324
1980-05-29,320.0,320.0,320.0,320.0,0.0,298.39324358801883,237.17336592060025,340.82663407939975,12.26544704297379,15.443489300087943
1980-06-02,310.0,330.0,310.0,320.0,20000.0,299.5408602834694,243.82738131823106,340.67261868176894,11.631772249809671,15.76895435008166
1980-06-12,320.0,340.0,320.0,320.0,20000.0,301.55642516850025,251.32338419262265,340.67661580737735,11.800468383372731,16.785457610790115
1980-06-20,310.0,330.0,310.0,320.0,10000.0,302.38553919890734,257.89966340407955,339.60033659592045,11.000438648889428,17.015067781447964
1980-06-27,305.0,325.0,305.0,310.0,30000.0,302.64150851821677,265.6304828780625,336.8695171219375,9.849413202796882,17.228277225630254
1980-07-03,305.0,325.0,305.0,305.0,30000.0,302.8718028887396,273.3172234544269,333.6827765455731,8.835368614515914,17.426257423799523
1980-07-07,310.0,325.0,310.0,310.0,10000.0,303.56616299063245,277.95989190200964,332.54010809799036,8.339061673674507,17.610096179242415
1980-07-10,315.0,330.0,315.0,315.0,50000.0,304.677522792378,283.48553072336773,331.01446927663227,8.254045561349528,17.780803595010813
1980-07-11,320.0,335.0,320.0,320.0,20000.0,306.16394028826755,290.29062728770145,328.70937271229855,8.492234697717663,17.939317623938614
1980-07-14,325.0,340.0,325.0,325.0,10000.0,307.98797663794596,294.7369453857598,328.2630546142402,8.980932913416723,18.086509222228713
1980-07-15,335.0,345.0,335.0,335.0,20000.0,310.5995756915272,298.9667036216271,329.0332963783729,10.059190114737476,18.22318713492666
1980-07-16,330.0,345.0,330.0,335.0,10000.0,312.4725577784198,299.28911030048766,331.21088969951234,10.390483476288068,17.9929594824319
1980-07-17,325.0,345.0,325.0,330.0,10000.0,313.68042252365683,300.4781897044125,332.0218102955875,10.132773335323009,18.13631951940105
1980-07-18,325.0,345.0,325.0,325.0,10000.0,314.7705422618474,301.0626225494908,332.9373774505092,9.815390480318172,18.269439553729544
1980-07-21,325.0,325.0,325.0,325.0,0.0,315.754630320578,301.78911030048766,333.71088969951234,9.454872397561473,16.964479585606007
1980-07-24,340.0,360.0,340.0,340.0,10000.0,318.08482393301415,301.0085636530453,337.4914363469547,10.26124857320724,18.252731043777008
1980-07-25,340.0,340.0,340.0,340.0,0.0,320.18923307301446,300.2762515838433,340.7237484161567,10.776087473519965,16.948964540650078
1980-08-04,345.0,365.0,345.0,345.0,10000.0,322.5698181340424,299.32843190249076,344.67156809750924,11.455507267514065,17.524038502032216
1980-08-05,345.0,345.0,345.0,345.0,0.0,324.720456474518,298.9846986557375,348.0153013442625,11.857269131554858,16.272321466172773
1980-08-06,345.0,360.0,345.0,345.0,40000.0,326.66363834093534,298.58227178374096,350.91772821625904,12.036914248606138,16.181441361446147
1980-08-08,360.0,380.0,360.0,360.0,10000.0,329.85606488984246,296.53824731995843,356.96175268004157,13.237070232066742,17.52562412134285
1980-08-11,365.0,380.0,365.0,365.0,10000.0,333.2198227365575,296.04854263264457,362.95145736735543,14.425373977147672,17.702365255532648
1980-08-12,375.0,390.0,375.0,375.0,10000.0,337.2168589984101,293.71754614613803,370.78245385386197,15.989710256317608,18.223624880137457
1980-08-13,375.0,375.0,375.0,375.0,0.0,340.8299516399832,294.15994678281123,376.84005321718877,17.033110927959967,16.921937388699067
1980-08-18,370.0,390.0,370.0,375.0,10000.0,343.61831439144083,297.2921901205575,380.2078098794425,17.257620161549198,17.14179900379199
1980-08-19,370.0,370.0,370.0,370.0,0.0,346.13925081315375,301.45373013457345,382.54626986542655,17.23684967320395,15.917384789235422
1980-08-21,385.0,405.0,385.0,385.0,10000.0,349.85145918772804,303.88414278914144,387.61585721085856,18.220726359848527,17.280428732861463
1980-08-22,390.0,405.0,390.0,390.0,10000.0,353.685581515796,305.9224828609982,393.0775171390018,19.182786711380857,17.474683823371358
1980-08-25,390.0,390.0,390.0,390.0,0.0,357.15264863507656,308.23394142880124,397.76605857119876,19.717930443078558,16.226492121701973
1980-08-26,385.0,400.0,385.0,390.0,30000.0,359.8107087400987,311.1001113587127,400.8998886412873,19.51363643864704,16.138885541580404
1980-08-28,380.0,395.0,380.0,385.0,30000.0,361.7373882662642,313.27500694830513,403.22499305169487,18.7323390113728,16.05753657432466
1980-08-29,380.0,380.0,380.0,380.0,0.0,363.47986756528115,316.78694733074144,404.71305266925856,17.906737448564,14.910569676158614
1980-09-11,400.0,410.0,400.0,400.0,10000.0,366.9637332218042,320.5796174880045,408.4203825119955,18.65127482871594,15.98838612786157
1980-09-12,400.0,415.0,400.0,400.0,10000.0,370.1147560850677,325.67359808532433,410.82640191467567,19.02205169545931,15.9177871187286
1980-09-15,400.0,400.0,400.0,400.0,0.0,372.96482563715244,332.2005025157352,411.7994974842648,19.09577087372878,14.7808023245337
1980-09-16,400.0,415.0,400.0,400.0,20000.0,375.5427596633831,336.27016653792583,413.72983346207417,18.935912442188,14.796459301352723
1980-09-24,390.0,405.0,390.0,400.0,20000.0,376.92116624237184,341.79285785728575,413.20714214271425,17.797152560585573,14.810997922684672
1980-09-25,385.0,405.0,385.0,390.0,10000.0,377.69135070497236,346.95771980945403,412.04228019054597,16.303284817898884,15.181640928207196
1980-09-26,385.0,385.0,385.0,385.0,0.0,378.3880441440989,353.02193826820377,409.97806173179623,14.947083198211033,14.097238004763826
1980-09-29,385.0,400.0,385.0,385.0,10000.0,379.01827115682534,360.4565627563942,406.5434372436058,13.71419494121102,14.161721004423553
1980-10-06,390.0,405.0,390.0,390.0,20000.0,380.0649268310678,364.50609846808084,405.49390153191916,12.99083012514302,14.578740932679013
1980-10-07,390.0,410.0,390.0,390.0,20000.0,381.0117600132189,367.84483768069407,404.65516231930593,12.276047660985682,14.965973723201941
1980-10-09,390.0,410.0,390.0,390.0,50000.0,381.86830320996256,369.2799548533307,404.7200451466693,11.576134930822604,15.325547028687518
1980-10-16,405.0,420.0,405.0,405.0,30000.0,384.0725334700259,370.03381468738064,406.96618531261936,12.092429687181266,16.373722240924124
1980-10-17,410.0,425.0,410.0,410.0,10000.0,386.5430445502047,371.8184583077306,409.1815416922694,12.757989058263604,16.632742080858115
1980-10-20,410.0,410.0,410.0,410.0,0.0,388.77804589367304,374.4722436226801,410.5277563773199,13.134048519273847,15.444689075082536
1980-10-21,425.0,440.0,425.0,425.0,20000.0,392.22916067581315,371.93897165464307,417.06102834535693,14.475587430102053,16.484354141148067
1980-10-22,425.0,425.0,425.0,425.0,0.0,395.351342914554,370.19716905977396,422.30283094022604,15.361686720009004,15.306900273923205
1980-10-27,420.0,435.0,420.0,425.0,10000.0,397.6996165815115,369.91566868056645,425.58433131943355,15.482001699622685,15.284978825785831
1980-10-28,420.0,420.0,420.0,420.0,0.0,399.82410314151025,370.70763990222406,428.29236009777594,15.39983250473739,14.193194623943986
